Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Potato,2019,Summer,Karnataka,458.0,1422.3,78666.08,169.46,15.88222222,72,42,25,6.9,24.57,818.07,65.92
Sugarcane,2019,Whole Year,Karnataka,428540.0,1422.3,73606030.4,158559.8,81.45551724,72,42,25,6.9,24.57,818.07,65.92
Sweet Potato,2019,Whole Year,Karnataka,5105.0,1422.3,876834.8,1888.85,18.80518519,72,42,25,6.9,24.57,818.07,65.92
Tapioca,2019,Whole Year,Karnataka,860.0,1422.3,147713.6,318.2,12.70956522,72,42,25,6.9,24.57,818.07,65.92
Turmeric,2019,Whole Year,Karnataka,20740.0,1422.3,3562302.4,7673.8,6.133571429,72,42,25,6.9,24.57,818.07,65.92
Coconut,1997,Whole Year,Kerala,884344.0,3252.4,84163018.48,274146.64,5376.054286,65,28,50,5.7,27.06,2005.29,78.82
Tapioca,1997,Whole Year,Kerala,132875.0,3252.4,12645713.75,41191.25,22.80357143,65,28,50,5.7,27.06,2005.29,78.82
Banana,1998,Whole Year,Kerala,30521.0,3151.5,3015474.8,8851.09,12.85714286,65,28,50,5.7,27.03,2177.34,80.95
Coconut,1998,Whole Year,Kerala,882288.0,3151.5,87170054.4,255863.52,5304.749286,65,28,50,5.7,27.03,2177.34,80.95
Garlic,1998,Whole Year,Kerala,742.0,3151.5,73309.6,215.18,17.0,65,28,50,5.7,27.03,2177.34,80.95
Sugarcane,1998,Whole Year,Kerala,6160.0,3151.5,608608.0,1786.4,64.83,65,28,50,5.7,27.03,2177.34,80.95
Sweet Potato,1998,Whole Year,Kerala,1099.0,3151.5,108581.2,318.71,11.718,65,28,50,5.7,27.03,2177.34,80.95
Tapioca,1998,Whole Year,Kerala,112774.0,3151.5,11142071.2,32704.46,25.51785714,65,28,50,5.7,27.03,2177.34,80.95
Tobacco,1998,Whole Year,Kerala,41.0,3151.5,4050.8,11.89,5.56,65,28,50,5.7,27.03,2177.34,80.95
Banana,1999,Whole Year,Kerala,39046.0,2914.6,4143951.98,10542.42,10.36285714,65,28,50,5.7,26.23,1758.79,81.79
Coconut,1999,Whole Year,Kerala,925035.0,2914.6,98173964.55,249759.45,5581.025714,65,28,50,5.7,26.23,1758.79,81.79
Garlic,1999,Whole Year,Kerala,849.0,2914.6,90104.37,229.23,17.0,65,28,50,5.7,26.23,1758.79,81.79
Sugarcane,1999,Whole Year,Kerala,5780.0,2914.6,613431.4,1560.6,88.2225,65,28,50,5.7,26.23,1758.79,81.79
Sweet Potato,1999,Whole Year,Kerala,989.0,2914.6,104962.57,267.03,11.79636364,65,28,50,5.7,26.23,1758.79,81.79
Tapioca,1999,Whole Year,Kerala,111922.0,2914.6,11878281.86,30218.94,24.25785714,65,28,50,5.7,26.23,1758.79,81.79
Tobacco,1999,Whole Year,Kerala,44.0,2914.6,4669.72,11.88,5.57,65,28,50,5.7,26.23,1758.79,81.79
Banana,2000,Whole Year,Kerala,45059.0,2412.6,4423442.03,11715.34,7.457857143,65,28,50,5.7,26.7,1397.09,79.3
Coconut,2000,Whole Year,Kerala,925783.0,2412.6,90884117.11,240703.58,5617.002143,65,28,50,5.7,26.7,1397.09,79.3
Garlic,2000,Whole Year,Kerala,538.0,2412.6,52815.46,139.88,17.0,65,28,50,5.7,26.7,1397.09,79.3
Sugarcane,2000,Whole Year,Kerala,3367.0,2412.6,330538.39,875.42,90.19,65,28,50,5.7,26.7,1397.09,79.3
Sweet Potato,2000,Whole Year,Kerala,816.0,2412.6,80106.72,212.16,11.46615385,65,28,50,5.7,26.7,1397.09,79.3
Tapioca,2000,Whole Year,Kerala,114609.0,2412.6,11251165.53,29798.34,24.29642857,65,28,50,5.7,26.7,1397.09,79.3
Tobacco,2000,Whole Year,Kerala,213.0,2412.6,20910.21,55.38,5.57,65,28,50,5.7,26.7,1397.09,79.3
Banana,2001,Whole Year,Kerala,50871.0,2946.7,5195455.23,13226.46,7.347857143,65,28,50,5.7,26.63,2171.67,81.61
Coconut,2001,Whole Year,Kerala,905718.0,2946.7,92500979.34,235486.68,5636.355,65,28,50,5.7,26.63,2171.67,81.61
Garlic,2001,Whole Year,Kerala,293.0,2946.7,29924.09,76.18,17.0,65,28,50,5.7,26.63,2171.67,81.61
Sugarcane,2001,Whole Year,Kerala,3267.0,2946.7,333658.71,849.42,88.77583333,65,28,50,5.7,26.63,2171.67,81.61
Sweet Potato,2001,Whole Year,Kerala,747.0,2946.7,76291.11,194.22,11.49153846,65,28,50,5.7,26.63,2171.67,81.61
Tapioca,2001,Whole Year,Kerala,111189.0,2946.7,11355732.57,28909.14,23.09642857,65,28,50,5.7,26.63,2171.67,81.61
Tobacco,2001,Whole Year,Kerala,71.0,2946.7,7251.23,18.46,5.56,65,28,50,5.7,26.63,2171.67,81.61
Banana,2002,Whole Year,Kerala,55668.0,2511.2,5270089.56,13917.0,8.055714286,65,28,50,5.7,27.05,1520.73,78.88
Coconut,2002,Whole Year,Kerala,899198.0,2511.2,85127074.66,224799.5,5969.78,65,28,50,5.7,27.05,1520.73,78.88
Garlic,2002,Whole Year,Kerala,616.0,2511.2,58316.72,154.0,17.0,65,28,50,5.7,27.05,1520.73,78.88
Sugarcane,2002,Whole Year,Kerala,3758.0,2511.2,355769.86,939.5,88.46083333,65,28,50,5.7,27.05,1520.73,78.88
Sweet Potato,2002,Whole Year,Kerala,850.0,2511.2,80469.5,212.5,11.46928571,65,28,50,5.7,27.05,1520.73,78.88
Tapioca,2002,Whole Year,Kerala,104179.0,2511.2,9862625.93,26044.75,24.47785714,65,28,50,5.7,27.05,1520.73,78.88
Tobacco,2002,Whole Year,Kerala,90.0,2511.2,8520.3,22.5,5.57,65,28,50,5.7,27.05,1520.73,78.88
Banana,2003,Whole Year,Kerala,55906.0,2386.0,5533575.88,13417.44,8.215,65,28,50,5.7,27.08,1542.25,79.55
Coconut,2003,Whole Year,Kerala,898498.0,2386.0,88933332.04,215639.52,6097.778571,65,28,50,5.7,27.08,1542.25,79.55
Garlic,2003,Whole Year,Kerala,638.0,2386.0,63149.24,153.12,17.0,65,28,50,5.7,27.08,1542.25,79.55
Sugarcane,2003,Whole Year,Kerala,3535.0,2386.0,349894.3,848.4,82.35,65,28,50,5.7,27.08,1542.25,79.55
Sweet Potato,2003,Whole Year,Kerala,1002.0,2386.0,99177.96,240.48,11.52307692,65,28,50,5.7,27.08,1542.25,79.55
Tapioca,2003,Whole Year,Kerala,94297.0,2386.0,9333517.06,22631.28,28.62785714,65,28,50,5.7,27.08,1542.25,79.55
Tobacco,2003,Whole Year,Kerala,76.0,2386.0,7522.48,18.24,5.57,65,28,50,5.7,27.08,1542.25,79.55
Banana,2004,Whole Year,Kerala,58866.0,2880.2,6377542.44,12361.86,7.803571429,65,28,50,5.7,26.76,2080.13,80.59
Coconut,2004,Whole Year,Kerala,899267.0,2880.2,97426586.78,188846.07,6112.145714,65,28,50,5.7,26.76,2080.13,80.59
Garlic,2004,Whole Year,Kerala,306.0,2880.2,33152.04,64.26,17.0,65,28,50,5.7,26.76,2080.13,80.59
Sugarcane,2004,Whole Year,Kerala,1921.0,2880.2,208121.14,403.41,82.35153846,65,28,50,5.7,26.76,2080.13,80.59
Sweet Potato,2004,Whole Year,Kerala,836.0,2880.2,90572.24,175.56,11.52769231,65,28,50,5.7,26.76,2080.13,80.59
Tapioca,2004,Whole Year,Kerala,88486.0,2880.2,9586573.24,18582.06,28.10571429,65,28,50,5.7,26.76,2080.13,80.59
Tobacco,2004,Whole Year,Kerala,40.0,2880.2,4333.6,8.4,5.58,65,28,50,5.7,26.76,2080.13,80.59
Banana,2005,Whole Year,Kerala,61400.0,3030.9,7363088.0,12894.0,8.060714286,65,28,50,5.7,26.88,2084.75,81.32
Coconut,2005,Whole Year,Kerala,897833.0,3030.9,107668133.4,188544.93,6500.859286,65,28,50,5.7,26.88,2084.75,81.32
Garlic,2005,Whole Year,Kerala,65.0,3030.9,7794.8,13.65,17.0,65,28,50,5.7,26.88,2084.75,81.32
Sugarcane,2005,Whole Year,Kerala,1222.0,3030.9,146542.24,256.62,66.14538462,65,28,50,5.7,26.88,2084.75,81.32
Sweet Potato,2005,Whole Year,Kerala,711.0,3030.9,85263.12,149.31,11.48692308,65,28,50,5.7,26.88,2084.75,81.32
Tapioca,2005,Whole Year,Kerala,90539.0,3030.9,10857436.88,19013.19,28.00928571,65,28,50,5.7,26.88,2084.75,81.32
Banana,2006,Whole Year,Kerala,59143.0,3429.7,7553152.53,13011.46,7.988571429,65,28,50,5.7,26.48,2279.1,82.35
Coconut,2006,Whole Year,Kerala,872943.0,3429.7,111483550.5,192047.46,6522.32,65,28,50,5.7,26.48,2279.1,82.35
Garlic,2006,Whole Year,Kerala,221.0,3429.7,28223.91,48.62,17.0,65,28,50,5.7,26.48,2279.1,82.35
Sugarcane,2006,Whole Year,Kerala,1161.0,3429.7,148271.31,255.42,33.668,65,28,50,5.7,26.48,2279.1,82.35
Sweet Potato,2006,Whole Year,Kerala,505.0,3429.7,64493.55,111.1,11.50071429,65,28,50,5.7,26.48,2279.1,82.35
Tapioca,2006,Whole Year,Kerala,87128.0,3429.7,11127116.88,19168.16,29.46214286,65,28,50,5.7,26.48,2279.1,82.35
Banana,2007,Whole Year,Kerala,59341.0,3489.6,7916089.4,9494.56,7.534285714,65,28,50,5.7,26.63,2054.41,80.94
Coconut,2007,Whole Year,Kerala,818812.0,3489.6,109229520.8,131009.92,6390.165714,65,28,50,5.7,26.63,2054.41,80.94
Garlic,2007,Whole Year,Kerala,350.0,3489.6,46690.0,56.0,17.0,65,28,50,5.7,26.63,2054.41,80.94
Sugarcane,2007,Whole Year,Kerala,2991.0,3489.6,398999.4,478.56,37.17272727,65,28,50,5.7,26.63,2054.41,80.94
Sweet Potato,2007,Whole Year,Kerala,499.0,3489.6,66566.6,79.84,11.49785714,65,28,50,5.7,26.63,2054.41,80.94
Tapioca,2007,Whole Year,Kerala,83990.0,3489.6,11204266.0,13438.4,29.41142857,65,28,50,5.7,26.63,2054.41,80.94
Banana,2008,Whole Year,Kerala,54739.0,2524.8,7829866.56,4926.51,7.93,65,28,50,5.7,26.48,1974.68,81.62
Coconut,2008,Whole Year,Kerala,787769.0,2524.8,112682477.8,70899.21,6765.202857,65,28,50,5.7,26.48,1974.68,81.62
Garlic,2008,Whole Year,Kerala,320.0,2524.8,45772.8,28.8,17.0,65,28,50,5.7,26.48,1974.68,81.62
Sugarcane,2008,Whole Year,Kerala,3392.0,2524.8,485191.68,305.28,73.525,65,28,50,5.7,26.48,1974.68,81.62
Sweet Potato,2008,Whole Year,Kerala,386.0,2524.8,55213.44,34.74,11.5,65,28,50,5.7,26.48,1974.68,81.62
Tapioca,2008,Whole Year,Kerala,87241.0,2524.8,12478952.64,7851.69,31.64142857,65,28,50,5.7,26.48,1974.68,81.62
Banana,2009,Whole Year,Kerala,51275.0,2821.5,7989670.5,8716.75,7.835714286,65,28,50,5.7,26.9,1558.44,79.8
Coconut,2009,Whole Year,Kerala,778618.0,2821.5,121324256.8,132365.06,6728.865,65,28,50,5.7,26.9,1558.44,79.8
Garlic,2009,Whole Year,Kerala,336.0,2821.5,52355.52,57.12,17.0,65,28,50,5.7,26.9,1558.44,79.8
Sugarcane,2009,Whole Year,Kerala,2972.0,2821.5,463097.04,505.24,50.8875,65,28,50,5.7,26.9,1558.44,79.8
Sweet Potato,2009,Whole Year,Kerala,399.0,2821.5,62172.18,67.83,11.49857143,65,28,50,5.7,26.9,1558.44,79.8
Tapioca,2009,Whole Year,Kerala,74925.0,2821.5,11674813.5,12737.25,34.51142857,65,28,50,5.7,26.9,1558.44,79.8
Banana,2010,Whole Year,Kerala,58671.14,3131.8,9745863.065,14081.0736,8.239285714,65,28,50,5.7,26.9,1937.17,80.85
Coconut,2010,Whole Year,Kerala,770473.13,3131.8,127983291.6,184913.5512,6501.544286,65,28,50,5.7,26.9,1937.17,80.85
Sugarcane,2010,Whole Year,Kerala,2844.91,3131.8,472568.0001,682.7784,41.51714286,65,28,50,5.7,26.9,1937.17,80.85
Tapioca,2010,Whole Year,Kerala,72284.1,3131.8,12007111.85,17348.184,34.24,65,28,50,5.7,26.9,1937.17,80.85
Banana,2011,Whole Year,Kerala,59069.4,3035.1,9895305.888,19492.902,8.229285714,65,28,50,5.7,26.75,1472.9,79.58
Coconut,2011,Whole Year,Kerala,820866.94,3035.1,137511629.8,270886.0902,6884.550714,65,28,50,5.7,26.75,1472.9,79.58
Potato,2011,Whole Year,Kerala,386.0,3035.1,64662.72,127.38,11.5,65,28,50,5.7,26.75,1472.9,79.58
Sugarcane,2011,Whole Year,Kerala,2604.41,3035.1,436290.7632,859.4553,38.00357143,65,28,50,5.7,26.75,1472.9,79.58
Tapioca,2011,Whole Year,Kerala,74497.84,3035.1,12479878.16,24584.2872,34.15642857,65,28,50,5.7,26.75,1472.9,79.58
Banana,2012,Whole Year,Kerala,61011.0,2187.6,9200458.8,18913.41,8.320714286,65,28,50,5.7,27.14,1152.35,77.86
Coconut,2012,Whole Year,Kerala,798162.0,2187.6,120362829.6,247430.22,6706.261429,65,28,50,5.7,27.14,1152.35,77.86
Garlic,2012,Whole Year,Kerala,72.0,2187.6,10857.6,22.32,9.14,65,28,50,5.7,27.14,1152.35,77.86
Potato,2012,Whole Year,Kerala,975.0,2187.6,147030.0,302.25,18.905,65,28,50,5.7,27.14,1152.35,77.86
Sugarcane,2012,Whole Year,Kerala,1742.0,2187.6,262693.6,540.02,48.69090909,65,28,50,5.7,27.14,1152.35,77.86
Sweet Potato,2012,Whole Year,Kerala,282.0,2187.6,42525.6,87.42,13.72230769,65,28,50,5.7,27.14,1152.35,77.86
Tapioca,2012,Whole Year,Kerala,69586.0,2187.6,10493568.8,21571.66,35.29428571,65,28,50,5.7,27.14,1152.35,77.86
Banana,2013,Whole Year,Kerala,62261.0,3255.4,8996091.89,16810.47,8.377857143,65,28,50,5.7,26.95,1766.57,79.46
Coconut,2013,Whole Year,Kerala,808647.0,3255.4,116841405.0,218334.69,6785.354286,65,28,50,5.7,26.95,1766.57,79.46
Garlic,2013,Whole Year,Kerala,146.0,3255.4,21095.54,39.42,9.0,65,28,50,5.7,26.95,1766.57,79.46
Potato,2013,Whole Year,Kerala,759.0,3255.4,109667.91,204.93,19.56,65,28,50,5.7,26.95,1766.57,79.46
Sugarcane,2013,Whole Year,Kerala,2210.29,3255.4,319364.8021,596.7783,59.56181818,65,28,50,5.7,26.95,1766.57,79.46
Sweet Potato,2013,Whole Year,Kerala,330.0,3255.4,47681.7,89.1,14.14285714,65,28,50,5.7,26.95,1766.57,79.46
Tapioca,2013,Whole Year,Kerala,67589.0,3255.4,9765934.61,18249.03,36.01214286,65,28,50,5.7,26.95,1766.57,79.46
Banana,2014,Whole Year,Kerala,61936.0,3046.4,9349858.56,20438.88,8.282857143,65,28,50,5.7,27.01,1901.93,80.06
Coconut,2014,Whole Year,Kerala,793856.0,3046.4,119840501.8,261972.48,6883.315,65,28,50,5.7,27.01,1901.93,80.06
Garlic,2014,Whole Year,Kerala,75.0,3046.4,11322.0,24.75,8.33,65,28,50,5.7,27.01,1901.93,80.06
Potato,2014,Whole Year,Kerala,852.0,3046.4,128617.92,281.16,18.56,65,28,50,5.7,27.01,1901.93,80.06
Sugarcane,2014,Whole Year,Kerala,1517.06,3046.4,229015.3776,500.6298,45.05384615,65,28,50,5.7,27.01,1901.93,80.06
Sweet Potato,2014,Whole Year,Kerala,361.0,3046.4,54496.56,119.13,13.18642857,65,28,50,5.7,27.01,1901.93,80.06
Tapioca,2014,Whole Year,Kerala,75493.0,3046.4,11396423.28,24912.69,38.105,65,28,50,5.7,27.01,1901.93,80.06
Banana,2015,Whole Year,Kerala,59834.61,2602.9,9448483.265,19745.4213,8.779285714,65,28,50,5.7,27.01,2093.51,81.07
Coconut,2015,Whole Year,Kerala,790223.0,2602.9,124784113.9,260773.59,6721.946429,65,28,50,5.7,27.01,2093.51,81.07
Garlic,2015,Whole Year,Kerala,62.0,2602.9,9790.42,20.46,6.05,65,28,50,5.7,27.01,2093.51,81.07
Potato,2015,Whole Year,Kerala,491.0,2602.9,77533.81,162.03,7.215,65,28,50,5.7,27.01,2093.51,81.07
Sugarcane,2015,Whole Year,Kerala,1361.588,2602.9,215008.3611,449.32404,42.25571429,65,28,50,5.7,27.01,2093.51,81.07
Sweet Potato,2015,Whole Year,Kerala,279.0,2602.9,44056.89,92.07,13.18642857,65,28,50,5.7,27.01,2093.51,81.07
Tapioca,2015,Whole Year,Kerala,69404.71,2602.9,10959697.76,22903.5543,38.13857143,65,28,50,5.7,27.01,2093.51,81.07
Banana,2016,Whole Year,Kerala,57158.0,2924.3,8759463.5,20005.3,8.442857143,65,28,50,5.7,27.27,1153.76,78.78
Coconut,2016,Whole Year,Kerala,781496.0,2924.3,119764262.0,273523.6,6418.719286,65,28,50,5.7,27.27,1153.76,78.78
Potato,2016,Whole Year,Kerala,556.0,2924.3,85207.0,194.6,15.87,65,28,50,5.7,27.27,1153.76,78.78
Sugarcane,2016,Whole Year,Kerala,1062.502,2924.3,162828.4315,371.8757,72.10375,65,28,50,5.7,27.27,1153.76,78.78
Sweet Potato,2016,Whole Year,Kerala,220.0,2924.3,33715.0,77.0,13.35923077,65,28,50,5.7,27.27,1153.76,78.78
Tapioca,2016,Whole Year,Kerala,68664.0,2924.3,10522758.0,24032.4,36.88928571,65,28,50,5.7,27.27,1153.76,78.78
Banana,2017,Whole Year,Kerala,62108.0,2664.8,9778283.52,23601.04,8.570714286,65,28,50,5.7,27.14,1693.59,79.58
Coconut,2017,Whole Year,Kerala,760443.0,2664.8,119724145.9,288968.34,6400.547143,65,28,50,5.7,27.14,1693.59,79.58
Garlic,2017,Whole Year,Kerala,71.0,2664.8,11178.24,26.98,5.61,65,28,50,5.7,27.14,1693.59,79.58
Potato,2017,Whole Year,Kerala,516.0,2664.8,81239.04,196.08,14.15,65,28,50,5.7,27.14,1693.59,79.58
Sugarcane,2017,Whole Year,Kerala,1047.674,2664.8,164945.7946,398.11612,68.18888889,65,28,50,5.7,27.14,1693.59,79.58
Sweet Potato,2017,Whole Year,Kerala,295.0,2664.8,46444.8,112.1,13.17785714,65,28,50,5.7,27.14,1693.59,79.58
Tapioca,2017,Whole Year,Kerala,70193.0,2664.8,11051185.92,26673.34,38.12142857,65,28,50,5.7,27.14,1693.59,79.58
Banana,2018,Whole Year,Kerala,52898.61,2989.7,8580154.542,18514.5135,7.930714286,65,28,50,5.7,26.92,1799.12,80.47
Coconut,2018,Whole Year,Kerala,760946.81,2989.7,123425572.6,266331.3835,6426.82,65,28,50,5.7,26.92,1799.12,80.47
Potato,2018,Whole Year,Kerala,536.9,2989.7,87085.18,187.915,13.75,65,28,50,5.7,26.92,1799.12,80.47
Sugarcane,2018,Whole Year,Kerala,1011.88,2989.7,164126.936,354.158,81.14875,65,28,50,5.7,26.92,1799.12,80.47
Sweet Potato,2018,Whole Year,Kerala,210.41,2989.7,34128.502,73.6435,13.17714286,65,28,50,5.7,26.92,1799.12,80.47
Tapioca,2018,Whole Year,Kerala,61874.16,2989.7,10035988.75,21655.956,36.30214286,65,28,50,5.7,26.92,1799.12,80.47
Banana,2019,Whole Year,Kerala,60678.0,3119.2,10422053.28,22450.86,8.815,65,28,50,5.7,27.57,1778.18,78.55
Coconut,2019,Whole Year,Kerala,760776.0,3119.2,130670885.8,281487.12,5882.037143,65,28,50,5.7,27.57,1778.18,78.55
Garlic,2019,Whole Year,Kerala,191.0,3119.2,32806.16,70.67,5.18,65,28,50,5.7,27.57,1778.18,78.55
Potato,2019,Whole Year,Kerala,490.0,3119.2,84162.4,181.3,13.41,65,28,50,5.7,27.57,1778.18,78.55
Sugarcane,2019,Whole Year,Kerala,950.04,3119.2,163178.8704,351.5148,83.834,65,28,50,5.7,27.57,1778.18,78.55
Sweet Potato,2019,Whole Year,Kerala,194.0,3119.2,33321.44,71.78,13.1125,65,28,50,5.7,27.57,1778.18,78.55
Tapioca,2019,Whole Year,Kerala,62070.0,3119.2,10661143.2,22965.9,41.95142857,65,28,50,5.7,27.57,1778.18,78.55
Sugarcane,1998,Whole Year,Madhya Pradesh,72440.0,962.7,7157072.0,21007.6,17.87372881,70,40,20,7.4,25.01,1049.84,56.61
Onion,1999,Whole Year,Madhya Pradesh,28722.0,1222.9,3048265.86,7754.94,12.03627119,70,40,20,7.4,25.0,1021.78,51.04
Potato,1999,Whole Year,Madhya Pradesh,67359.0,1222.9,7148810.67,18186.93,12.04827586,70,40,20,7.4,25.0,1021.78,51.04
Sugarcane,1999,Whole Year,Madhya Pradesh,44930.0,1222.9,4768420.9,12131.1,32.28931034,70,40,20,7.4,25.0,1021.78,51.04
Sweet Potato,1999,Whole Year,Madhya Pradesh,6591.0,1222.9,699502.83,1779.57,6.262241379,70,40,20,7.4,25.0,1021.78,51.04
Onion,2000,Whole Year,Madhya Pradesh,19327.0,723.3,1897331.59,5025.02,13.27177778,70,40,20,7.4,25.33,867.75,42.57
Sugarcane,2000,Whole Year,Madhya Pradesh,74733.0,723.3,7336538.61,19430.58,17.88844444,70,40,20,7.4,25.33,867.75,42.57
Banana,2001,Whole Year,Madhya Pradesh,18145.0,955.0,1853148.85,4717.7,26.1695,70,40,20,7.4,25.13,980.81,48.39
Onion,2001,Whole Year,Madhya Pradesh,23057.0,955.0,2354811.41,5994.82,13.41155556,70,40,20,7.4,25.13,980.81,48.39
Potato,2001,Whole Year,Madhya Pradesh,38387.0,955.0,3920464.31,9980.62,13.38955556,70,40,20,7.4,25.13,980.81,48.39
Sugarcane,2001,Whole Year,Madhya Pradesh,41427.0,955.0,4230939.51,10771.02,30.92022222,70,40,20,7.4,25.13,980.81,48.39
Sweet Potato,2001,Whole Year,Madhya Pradesh,3707.0,955.0,378595.91,963.82,5.656818182,70,40,20,7.4,25.13,980.81,48.39
Banana,2002,Whole Year,Madhya Pradesh,16117.0,800.8,1525796.39,4029.25,17.72565217,70,40,20,7.4,25.95,898.51,45.83
Onion,2002,Whole Year,Madhya Pradesh,24620.0,800.8,2330775.4,6155.0,12.75155556,70,40,20,7.4,25.95,898.51,45.83
Potato,2002,Whole Year,Madhya Pradesh,40871.0,800.8,3869257.57,10217.75,11.89644444,70,40,20,7.4,25.95,898.51,45.83
Sugarcane,2002,Whole Year,Madhya Pradesh,39073.0,800.8,3699040.91,9768.25,28.415,70,40,20,7.4,25.95,898.51,45.83
Sweet Potato,2002,Whole Year,Madhya Pradesh,3757.0,800.8,355675.19,939.25,5.559555556,70,40,20,7.4,25.95,898.51,45.83
Banana,2003,Whole Year,Madhya Pradesh,15985.0,1163.0,1582195.3,3836.4,17.95652174,70,40,20,7.4,25.1,1241.22,54.75
Onion,2003,Whole Year,Madhya Pradesh,30958.0,1163.0,3064222.84,7429.92,12.86875,70,40,20,7.4,25.1,1241.22,54.75
Potato,2003,Whole Year,Madhya Pradesh,46546.0,1163.0,4607123.08,11171.04,13.33404255,70,40,20,7.4,25.1,1241.22,54.75
Sugarcane,2003,Whole Year,Madhya Pradesh,43141.0,1163.0,4270096.18,10353.84,31.46604167,70,40,20,7.4,25.1,1241.22,54.75
Sweet Potato,2003,Whole Year,Madhya Pradesh,3821.0,1163.0,378202.58,917.04,5.932173913,70,40,20,7.4,25.1,1241.22,54.75
Onion,2004,Whole Year,Madhya Pradesh,35661.0,895.7,3863512.74,7488.81,15.03166667,70,40,20,7.4,25.58,915.19,50.52
Potato,2004,Whole Year,Madhya Pradesh,47570.0,895.7,5153733.8,9989.7,14.71425532,70,40,20,7.4,25.58,915.19,50.52
Sugarcane,2004,Whole Year,Madhya Pradesh,41925.0,895.7,4542154.5,8804.25,30.82,70,40,20,7.4,25.58,915.19,50.52
Sweet Potato,2004,Whole Year,Madhya Pradesh,4172.0,895.7,451994.48,876.12,5.938913043,70,40,20,7.4,25.58,915.19,50.52
Onion,2005,Whole Year,Madhya Pradesh,37656.0,1032.7,4515707.52,7907.76,14.14979167,70,40,20,7.4,25.18,1213.01,50.41
Potato,2005,Whole Year,Madhya Pradesh,45967.0,1032.7,5512362.64,9653.07,12.90382979,70,40,20,7.4,25.18,1213.01,50.41
Sugarcane,2005,Whole Year,Madhya Pradesh,51620.0,1032.7,6190270.4,10840.2,31.52155556,70,40,20,7.4,25.18,1213.01,50.41
Sweet Potato,2005,Whole Year,Madhya Pradesh,4171.0,1032.7,500186.32,875.91,5.701086957,70,40,20,7.4,25.18,1213.01,50.41
Banana,2006,Whole Year,Madhya Pradesh,14836.0,1072.3,1894705.56,3263.92,21.7195,70,40,20,7.4,25.49,1821.87,53.84
Onion,2006,Whole Year,Madhya Pradesh,37825.0,1072.3,4830630.75,8321.5,14.81125,70,40,20,7.4,25.49,1821.87,53.84
Potato,2006,Whole Year,Madhya Pradesh,48540.0,1072.3,6199043.4,10678.8,12.9512766,70,40,20,7.4,25.49,1821.87,53.84
Sugarcane,2006,Whole Year,Madhya Pradesh,61085.0,1072.3,7801165.35,13438.7,31.35595745,70,40,20,7.4,25.49,1821.87,53.84
Sweet Potato,2006,Whole Year,Madhya Pradesh,4070.0,1072.3,519779.7,895.4,5.947173913,70,40,20,7.4,25.49,1821.87,53.84
Banana,2007,Whole Year,Madhya Pradesh,7543.0,740.4,1006236.2,1206.88,43.1125,70,40,20,7.4,25.34,1090.09,51.64
Onion,2007,Whole Year,Madhya Pradesh,41376.0,740.4,5519558.4,6620.16,12.21604167,70,40,20,7.4,25.34,1090.09,51.64
Potato,2007,Whole Year,Madhya Pradesh,56663.0,740.4,7558844.2,9066.08,11.41729167,70,40,20,7.4,25.34,1090.09,51.64
Sugarcane,2007,Whole Year,Madhya Pradesh,77120.0,740.4,10287808.0,12339.2,30.21326087,70,40,20,7.4,25.34,1090.09,51.64
Sweet Potato,2007,Whole Year,Madhya Pradesh,3752.0,740.4,500516.8,600.32,5.65173913,70,40,20,7.4,25.34,1090.09,51.64
Banana,2008,Whole Year,Madhya Pradesh,7847.0,895.0,1122434.88,706.23,33.19923077,70,40,20,7.4,24.96,928.64,51.7
Onion,2008,Whole Year,Madhya Pradesh,40146.0,895.0,5742483.84,3613.14,12.0858,70,40,20,7.4,24.96,928.64,51.7
Potato,2008,Whole Year,Madhya Pradesh,56301.0,895.0,8053295.04,5067.09,11.0325,70,40,20,7.4,24.96,928.64,51.7
Sugarcane,2008,Whole Year,Madhya Pradesh,53704.0,895.0,7681820.16,4833.36,31.97541667,70,40,20,7.4,24.96,928.64,51.7
Sweet Potato,2008,Whole Year,Madhya Pradesh,3584.0,895.0,512655.36,322.56,5.977446809,70,40,20,7.4,24.96,928.64,51.7
Banana,2009,Whole Year,Madhya Pradesh,8040.0,904.1,1252792.8,1366.8,44.35692308,70,40,20,7.4,25.85,1129.49,52.33
Onion,2009,Whole Year,Madhya Pradesh,51151.0,904.1,7970348.82,8695.67,13.143,70,40,20,7.4,25.85,1129.49,52.33
Potato,2009,Whole Year,Madhya Pradesh,60052.0,904.1,9357302.64,10208.84,11.0822449,70,40,20,7.4,25.85,1129.49,52.33
Sugarcane,2009,Whole Year,Madhya Pradesh,45549.0,904.1,7097445.18,7743.33,31.6544898,70,40,20,7.4,25.85,1129.49,52.33
Sweet Potato,2009,Whole Year,Madhya Pradesh,3497.0,904.1,544902.54,594.49,6.02,70,40,20,7.4,25.85,1129.49,52.33
Banana,2010,Whole Year,Madhya Pradesh,8102.0,856.3,1345823.22,1944.48,34.189375,70,40,20,7.4,25.75,929.07,55.24
Onion,2010,Whole Year,Madhya Pradesh,56243.0,856.3,9342524.73,13498.32,14.7518,70,40,20,7.4,25.75,929.07,55.24
