crop_type,rainfall_mm,avg_temp_c,yield_kg_ha
wheat,1083.0,25.81,2988.6
wheat,1083.0,24.35,2988.6
wheat,1083.0,25.36,2988.6
wheat,1083.0,25.72,2988.6
wheat,1083.0,25.63,2988.6
wheat,1083.0,26.41,2988.6
wheat,1083.0,27.41,2988.6
wheat,1083.0,25.45,2988.6
wheat,1083.0,25.92,2988.6
wheat,1083.0,25.06,2988.6
wheat,1083.0,24.35,2988.6
wheat,1083.0,26.0,2988.6
wheat,1083.0,25.63,2988.6
wheat,1083.0,25.48,2988.6
wheat,1083.0,25.16,2988.6
wheat,1083.0,26.84,2988.6
wheat,1083.0,24.5,2988.6
wheat,1083.0,27.02,2988.6
wheat,1083.0,27.02,2988.6
wheat,1083.0,25.64,2988.6
maize,1083.0,25.86,2555.7
maize,1083.0,27.03,2555.7
maize,1083.0,26.21,2555.7
maize,1083.0,24.37,2555.7
maize,1083.0,26.04,2555.7
maize,1083.0,25.82,2555.7
maize,1083.0,25.89,2555.7
maize,1083.0,26.94,2555.7
maize,1083.0,28.02,2555.7
maize,1083.0,25.39,2555.7
maize,1083.0,25.88,2555.7
maize,1083.0,25.45,2555.7
maize,1083.0,24.37,2555.7
maize,1083.0,26.33,2555.7
maize,1083.0,25.89,2555.7
maize,1083.0,25.98,2555.7
maize,1083.0,25.3,2555.7
maize,1083.0,26.65,2555.7
maize,1083.0,25.09,2555.7
maize,1083.0,26.89,2555.7
maize,1083.0,26.89,2555.7
maize,1083.0,26.09,2555.7
rice,1083.0,25.86,3690.9
rice,1083.0,27.03,3690.9
rice,1083.0,26.21,3690.9
rice,1083.0,24.37,3690.9
rice,1083.0,26.04,3690.9
rice,1083.0,25.82,3690.9
rice,1083.0,25.89,3690.9
rice,1083.0,26.94,3690.9
rice,1083.0,28.02,3690.9
rice,1083.0,25.39,3690.9
rice,1083.0,25.88,3690.9
rice,1083.0,25.45,3690.9
rice,1083.0,24.37,3690.9
rice,1083.0,26.33,3690.9
rice,1083.0,25.89,3690.9
rice,1083.0,25.98,3690.9
rice,1083.0,25.3,3690.9
rice,1083.0,26.65,3690.9
rice,1083.0,25.09,3690.9
rice,1083.0,26.89,3690.9
rice,1083.0,26.89,3690.9
rice,1083.0,26.09,3690.9
wheat,1083.0,25.86,3177.5
wheat,1083.0,27.03,3177.5
wheat,1083.0,26.21,3177.5
wheat,1083.0,24.37,3177.5
wheat,1083.0,26.04,3177.5
wheat,1083.0,25.82,3177.5
wheat,1083.0,25.89,3177.5
wheat,1083.0,26.94,3177.5
wheat,1083.0,28.02,3177.5
wheat,1083.0,25.39,3177.5
wheat,1083.0,25.88,3177.5
wheat,1083.0,25.45,3177.5
wheat,1083.0,24.37,3177.5
wheat,1083.0,26.33,3177.5
wheat,1083.0,25.89,3177.5
wheat,1083.0,25.98,3177.5
wheat,1083.0,25.3,3177.5
wheat,1083.0,26.65,3177.5
wheat,1083.0,25.09,3177.5
wheat,1083.0,26.89,3177.5
wheat,1083.0,26.89,3177.5
wheat,1083.0,26.09,3177.5
maize,1083.0,26.69,2572.6
maize,1083.0,27.61,2572.6
maize,1083.0,27.1,2572.6
maize,1083.0,25.44,2572.6
maize,1083.0,26.61,2572.6
maize,1083.0,26.37,2572.6
maize,1083.0,26.71,2572.6
maize,1083.0,27.37,2572.6
maize,1083.0,28.85,2572.6
maize,1083.0,25.94,2572.6
maize,1083.0,26.84,2572.6
maize,1083.0,26.12,2572.6
maize,1083.0,25.44,2572.6
maize,1083.0,27.11,2572.6
maize,1083.0,26.71,2572.6
maize,1083.0,26.79,2572.6
maize,1083.0,25.85,2572.6
maize,1083.0,27.14,2572.6
maize,1083.0,25.98,2572.6
maize,1083.0,27.44,2572.6
maize,1083.0,27.44,2572.6
maize,1083.0,26.99,2572.6
rice,1083.0,26.69,3607.0
rice,1083.0,27.61,3607.0
rice,1083.0,27.1,3607.0
rice,1083.0,25.44,3607.0
rice,1083.0,26.61,3607.0
rice,1083.0,26.37,3607.0
rice,1083.0,26.71,3607.0
rice,1083.0,27.37,3607.0
rice,1083.0,28.85,3607.0
rice,1083.0,25.94,3607.0
rice,1083.0,26.84,3607.0
rice,1083.0,26.12,3607.0
rice,1083.0,25.44,3607.0
rice,1083.0,27.11,3607.0
rice,1083.0,26.71,3607.0
rice,1083.0,26.79,3607.0
rice,1083.0,25.85,3607.0
rice,1083.0,27.14,3607.0
rice,1083.0,25.98,3607.0
rice,1083.0,27.44,3607.0
rice,1083.0,27.44,3607.0
rice,1083.0,26.99,3607.0
wheat,1083.0,26.69,3153.8
wheat,1083.0,27.61,3153.8
wheat,1083.0,27.1,3153.8
wheat,1083.0,25.44,3153.8
wheat,1083.0,26.61,3153.8
wheat,1083.0,26.37,3153.8
wheat,1083.0,26.71,3153.8
wheat,1083.0,27.37,3153.8
wheat,1083.0,28.85,3153.8
wheat,1083.0,25.94,3153.8
wheat,1083.0,26.84,3153.8
wheat,1083.0,26.12,3153.8
wheat,1083.0,25.44,3153.8
wheat,1083.0,27.11,3153.8
wheat,1083.0,26.71,3153.8
wheat,1083.0,26.79,3153.8
wheat,1083.0,25.85,3153.8
wheat,1083.0,27.14,3153.8
wheat,1083.0,25.98,3153.8
wheat,1083.0,27.44,3153.8
wheat,1083.0,27.44,3153.8
wheat,1083.0,26.99,3153.8
maize,2702.0,25.37,2132.3
maize,2702.0,27.05,2132.3
maize,2702.0,27.11,2132.3
maize,2702.0,27.18,2132.3
maize,2702.0,26.79,2132.3
maize,2702.0,27.47,2132.3
rice,2702.0,25.37,4301.8
rice,2702.0,27.05,4301.8
rice,2702.0,27.11,4301.8
rice,2702.0,27.18,4301.8
rice,2702.0,26.79,4301.8
rice,2702.0,27.47,4301.8
maize,2702.0,25.27,2150.5
maize,2702.0,27.04,2150.5
maize,2702.0,26.92,2150.5
maize,2702.0,27.05,2150.5
maize,2702.0,26.61,2150.5
maize,2702.0,27.21,2150.5
rice,2702.0,25.27,4346.5
rice,2702.0,27.04,4346.5
rice,2702.0,26.92,4346.5
rice,2702.0,27.05,4346.5
rice,2702.0,26.61,4346.5
rice,2702.0,27.21,4346.5
maize,2702.0,25.17,2203.0
maize,2702.0,26.96,2203.0
maize,2702.0,27.01,2203.0
maize,2702.0,27.2,2203.0
maize,2702.0,26.72,2203.0
maize,2702.0,27.4,2203.0
rice,2702.0,25.17,4344.6
rice,2702.0,26.96,4344.6
rice,2702.0,27.01,4344.6
rice,2702.0,27.2,4344.6
rice,2702.0,26.72,4344.6
rice,2702.0,27.4,4344.6
maize,2702.0,25.46,2197.5
maize,2702.0,27.04,2197.5
maize,2702.0,26.9,2197.5
maize,2702.0,27.21,2197.5
maize,2702.0,26.88,2197.5
maize,2702.0,27.51,2197.5
rice,2702.0,25.46,4375.0
rice,2702.0,27.04,4375.0
rice,2702.0,26.9,4375.0
rice,2702.0,27.21,4375.0
rice,2702.0,26.88,4375.0
rice,2702.0,27.51,4375.0
maize,2702.0,25.21,2209.1
maize,2702.0,27.12,2209.1
maize,2702.0,26.97,2209.1
maize,2702.0,27.34,2209.1
maize,2702.0,26.56,2209.1
maize,2702.0,27.18,2209.1
rice,2702.0,25.21,4345.3
rice,2702.0,27.12,4345.3
rice,2702.0,26.97,4345.3
rice,2702.0,27.34,4345.3
rice,2702.0,26.56,4345.3
rice,2702.0,27.18,4345.3
maize,2702.0,25.46,2258.0
maize,2702.0,27.15,2258.0
maize,2702.0,27.08,2258.0
maize,2702.0,27.28,2258.0
maize,2702.0,26.74,2258.0
maize,2702.0,27.32,2258.0
rice,2702.0,25.46,4348.7
rice,2702.0,27.15,4348.7
rice,2702.0,27.08,4348.7
rice,2702.0,27.28,4348.7
rice,2702.0,26.74,4348.7
rice,2702.0,27.32,4348.7
maize,2702.0,25.41,2486.2
maize,2702.0,27.07,2486.2
maize,2702.0,27.0,2486.2
maize,2702.0,27.2,2486.2
maize,2702.0,26.83,2486.2
maize,2702.0,27.53,2486.2
rice,2702.0,25.41,4416.8
rice,2702.0,27.07,4416.8
rice,2702.0,27.0,4416.8
rice,2702.0,27.2,4416.8
rice,2702.0,26.83,4416.8
rice,2702.0,27.53,4416.8
maize,2702.0,25.52,2614.1
maize,2702.0,27.37,2614.1
maize,2702.0,27.26,2614.1
maize,2702.0,27.62,2614.1
maize,2702.0,26.83,2614.1
maize,2702.0,27.46,2614.1
rice,2702.0,25.52,4432.2
rice,2702.0,27.37,4432.2
rice,2702.0,27.26,4432.2
rice,2702.0,27.62,4432.2
rice,2702.0,26.83,4432.2
rice,2702.0,27.46,4432.2
maize,2702.0,25.81,2652.6
maize,2702.0,27.58,2652.6
maize,2702.0,27.72,2652.6
maize,2702.0,27.77,2652.6
maize,2702.0,27.28,2652.6
maize,2702.0,27.9,2652.6
rice,2702.0,25.81,4197.4
rice,2702.0,27.58,4197.4
rice,2702.0,27.72,4197.4
rice,2702.0,27.77,4197.4
rice,2702.0,27.28,4197.4
rice,2702.0,27.9,4197.4
maize,2702.0,25.26,2662.9
maize,2702.0,27.01,2662.9
maize,2702.0,26.82,2662.9
maize,2702.0,27.17,2662.9
maize,2702.0,26.62,2662.9
maize,2702.0,27.32,2662.9
rice,2702.0,25.26,4251.9
rice,2702.0,27.01,4251.9
rice,2702.0,26.82,4251.9
rice,2702.0,27.17,4251.9
rice,2702.0,26.62,4251.9
rice,2702.0,27.32,4251.9
maize,2702.0,25.46,2764.9
maize,2702.0,27.2,2764.9
maize,2702.0,27.1,2764.9
maize,2702.0,27.23,2764.9
maize,2702.0,26.77,2764.9
maize,2702.0,27.44,2764.9
rice,2702.0,25.46,4400.7
rice,2702.0,27.2,4400.7
rice,2702.0,27.1,4400.7
rice,2702.0,27.23,4400.7
rice,2702.0,26.77,4400.7
rice,2702.0,27.44,4400.7
maize,2702.0,25.43,2844.6
maize,2702.0,27.13,2844.6
maize,2702.0,27.26,2844.6
maize,2702.0,27.32,2844.6
maize,2702.0,26.81,2844.6
maize,2702.0,27.52,2844.6
rice,2702.0,25.43,4387.9
rice,2702.0,27.13,4387.9
rice,2702.0,27.26,4387.9
rice,2702.0,27.32,4387.9
rice,2702.0,26.81,4387.9
rice,2702.0,27.52,4387.9
maize,2702.0,25.64,3065.5
maize,2702.0,27.4,3065.5
maize,2702.0,27.5,3065.5
maize,2702.0,27.49,3065.5
maize,2702.0,27.01,3065.5
maize,2702.0,27.71,3065.5
rice,2702.0,25.64,4469.1
rice,2702.0,27.4,4469.1
rice,2702.0,27.5,4469.1
rice,2702.0,27.49,4469.1
rice,2702.0,27.01,4469.1
rice,2702.0,27.71,4469.1
maize,2702.0,25.67,3343.9
maize,2702.0,27.42,3343.9
maize,2702.0,27.32,3343.9
maize,2702.0,27.57,3343.9
maize,2702.0,26.97,3343.9
maize,2702.0,27.69,3343.9
rice,2702.0,25.67,4536.5
rice,2702.0,27.42,4536.5
rice,2702.0,27.32,4536.5
rice,2702.0,27.57,4536.5
rice,2702.0,26.97,4536.5
rice,2702.0,27.69,4536.5
maize,2702.0,25.59,3453.9
maize,2702.0,27.22,3453.9
maize,2702.0,27.48,3453.9
maize,2702.0,27.44,3453.9
maize,2702.0,27.11,3453.9
maize,2702.0,27.77,3453.9
rice,2702.0,25.59,4573.9
rice,2702.0,27.22,4573.9
rice,2702.0,27.48,4573.9
rice,2702.0,27.44,4573.9
rice,2702.0,27.11,4573.9
rice,2702.0,27.77,4573.9
maize,2702.0,25.66,3469.9
maize,2702.0,27.39,3469.9
maize,2702.0,27.21,3469.9
maize,2702.0,27.55,3469.9
maize,2702.0,26.98,3469.9
maize,2702.0,27.55,3469.9
rice,2702.0,25.66,4620.1
rice,2702.0,27.39,4620.1
rice,2702.0,27.21,4620.1
rice,2702.0,27.55,4620.1
rice,2702.0,26.98,4620.1
rice,2702.0,27.55,4620.1
maize,2702.0,25.5,3660.1
maize,2702.0,27.21,3660.1
maize,2702.0,27.14,3660.1
maize,2702.0,27.29,3660.1
maize,2702.0,26.88,3660.1
maize,2702.0,27.49,3660.1
rice,2702.0,25.5,4705.2
rice,2702.0,27.21,4705.2
rice,2702.0,27.14,4705.2
rice,2702.0,27.29,4705.2
rice,2702.0,26.88,4705.2
rice,2702.0,27.49,4705.2
maize,2702.0,25.32,4077.6
maize,2702.0,26.97,4077.6
maize,2702.0,27.03,4077.6
maize,2702.0,27.18,4077.6
maize,2702.0,26.65,4077.6
maize,2702.0,27.34,4077.6
rice,2702.0,25.32,4894.8
rice,2702.0,26.97,4894.8
rice,2702.0,27.03,4894.8
rice,2702.0,27.18,4894.8
rice,2702.0,26.65,4894.8
rice,2702.0,27.34,4894.8
maize,2702.0,25.54,4237.2
maize,2702.0,27.31,4237.2
maize,2702.0,27.3,4237.2
maize,2702.0,27.63,4237.2
maize,2702.0,26.98,4237.2
maize,2702.0,27.69,4237.2
rice,2702.0,25.54,4998.5
rice,2702.0,27.31,4998.5
rice,2702.0,27.3,4998.5
rice,2702.0,27.63,4998.5
rice,2702.0,26.98,4998.5
rice,2702.0,27.69,4998.5
maize,2702.0,25.57,4435.9
maize,2702.0,27.25,4435.9
maize,2702.0,27.69,4435.9
maize,2702.0,27.46,4435.9
maize,2702.0,26.94,4435.9
maize,2702.0,27.55,4435.9
rice,2702.0,25.57,5015.3
rice,2702.0,27.25,5015.3
rice,2702.0,27.69,5015.3
rice,2702.0,27.46,5015.3
rice,2702.0,26.94,5015.3
rice,2702.0,27.55,5015.3
maize,2702.0,25.38,4565.2
maize,2702.0,27.24,4565.2
maize,2702.0,27.19,4565.2
maize,2702.0,27.39,4565.2
maize,2702.0,26.63,4565.2
maize,2702.0,27.19,4565.2
rice,2702.0,25.38,4980.2
rice,2702.0,27.24,4980.2
rice,2702.0,27.19,4980.2
rice,2702.0,27.39,4980.2
rice,2702.0,26.63,4980.2
rice,2702.0,27.19,4980.2
maize,2702.0,25.59,4898.7
maize,2702.0,27.36,4898.7
maize,2702.0,27.37,4898.7
maize,2702.0,27.49,4898.7
maize,2702.0,26.87,4898.7
maize,2702.0,27.48,4898.7
rice,2702.0,25.59,5136.0
rice,2702.0,27.36,5136.0
rice,2702.0,27.37,5136.0
rice,2702.0,27.49,5136.0
rice,2702.0,26.87,5136.0
rice,2702.0,27.48,5136.0
maize,2702.0,25.48,4844.1
maize,2702.0,27.37,4844.1
maize,2702.0,27.88,4844.1
maize,2702.0,27.34,4844.1
maize,2702.0,26.72,4844.1
maize,2702.0,27.3,4844.1
rice,2702.0,25.48,5152.0
rice,2702.0,27.37,5152.0
rice,2702.0,27.88,5152.0
rice,2702.0,27.34,5152.0
rice,2702.0,26.72,5152.0
rice,2702.0,27.3,5152.0
maize,216.0,23.41,2481.4
maize,216.0,19.76,2481.4
rice,216.0,23.41,2888.9
rice,216.0,19.76,2888.9
wheat,216.0,23.41,1012.9
wheat,216.0,19.76,1012.9
maize,216.0,23.21,2185.7
maize,216.0,19.68,2185.7
rice,216.0,23.21,2200.8
rice,216.0,19.68,2200.8
wheat,216.0,23.21,805.6
wheat,216.0,19.68,805.6
maize,216.0,21.52,2004.6
maize,216.0,17.76,2004.6
rice,216.0,21.52,1894.7
rice,216.0,17.76,1894.7
wheat,216.0,21.52,599.9
wheat,216.0,17.76,599.9
maize,216.0,22.86,1931.0
maize,216.0,18.75,1931.0
rice,216.0,22.86,1872.7
rice,216.0,18.75,1872.7
wheat,216.0,22.86,589.7
wheat,216.0,18.75,589.7
maize,216.0,23.47,2133.3
maize,216.0,20.02,2133.3
rice,216.0,23.47,2349.7
rice,216.0,20.02,2349.7
wheat,216.0,23.47,743.1
wheat,216.0,20.02,743.1
maize,216.0,23.32,1428.6
maize,216.0,19.86,1428.6
rice,216.0,23.32,1800.0
rice,216.0,19.86,1800.0
wheat,216.0,23.32,805.2
wheat,216.0,19.86,805.2
maize,216.0,23.96,2083.3
maize,216.0,20.13,2083.3
rice,216.0,23.96,2250.0
rice,216.0,20.13,2250.0
wheat,216.0,23.96,866.7
wheat,216.0,20.13,866.7
maize,216.0,22.74,1983.6
maize,216.0,19.23,1983.6
rice,216.0,22.74,2016.5
rice,216.0,19.23,2016.5
wheat,216.0,22.74,756.6
wheat,216.0,19.23,756.6
maize,216.0,24.33,2180.3
maize,216.0,20.65,2180.3
rice,216.0,24.33,2343.8
rice,216.0,20.65,2343.8
wheat,216.0,24.33,807.1
wheat,216.0,20.65,807.1
maize,216.0,24.42,1916.7
maize,216.0,20.85,1916.7
rice,216.0,24.42,1384.6
rice,216.0,20.85,1384.6
wheat,216.0,24.42,615.4
wheat,216.0,20.85,615.4
maize,216.0,23.9,756.0
maize,216.0,20.28,756.0
rice,216.0,23.9,600.0
rice,216.0,20.28,600.0
wheat,216.0,23.9,320.0
wheat,216.0,20.28,320.0
maize,216.0,24.45,2361.3
maize,216.0,20.8,2361.3
rice,216.0,24.45,1280.0
rice,216.0,20.8,1280.0
wheat,216.0,24.45,740.5
wheat,216.0,20.8,740.5
maize,216.0,23.76,2443.3
maize,216.0,20.1,2443.3
rice,216.0,23.76,2500.0
rice,216.0,20.1,2500.0
wheat,216.0,23.76,1570.3
wheat,216.0,20.1,1570.3
maize,216.0,23.72,2248.6
maize,216.0,20.0,2248.6
rice,216.0,23.72,2840.9
rice,216.0,20.0,2840.9
wheat,216.0,23.72,1189.8
wheat,216.0,20.0,1189.8
maize,216.0,23.58,2307.9
maize,216.0,19.96,2307.9
rice,216.0,23.58,2887.9
rice,216.0,19.96,2887.9
wheat,216.0,23.58,873.8
wheat,216.0,19.96,873.8
maize,216.0,23.82,2425.5
maize,216.0,20.12,2425.5
rice,216.0,23.82,2886.7
rice,216.0,20.12,2886.7
wheat,216.0,23.82,1378.3
wheat,216.0,20.12,1378.3
maize,216.0,23.92,2477.4
maize,216.0,20.12,2477.4
rice,216.0,23.92,3163.0
rice,216.0,20.12,3163.0
wheat,216.0,23.92,1403.1
wheat,216.0,20.12,1403.1
maize,216.0,24.09,2349.2
maize,216.0,20.46,2349.2
rice,216.0,24.09,2928.1
rice,216.0,20.46,2928.1
wheat,216.0,24.09,1367.8
wheat,216.0,20.46,1367.8
maize,216.0,23.87,2087.8
maize,216.0,20.26,2087.8
rice,216.0,23.87,3151.1
rice,216.0,20.26,3151.1
wheat,216.0,23.87,1875.6
wheat,216.0,20.26,1875.6
maize,216.0,25.49,2358.6
maize,216.0,21.97,2358.6
rice,216.0,25.49,3248.2
rice,216.0,21.97,3248.2
wheat,216.0,25.49,1987.2
wheat,216.0,21.97,1987.2
maize,216.0,23.44,2607.7
maize,216.0,19.78,2607.7
rice,216.0,23.44,3576.2
rice,216.0,19.78,3576.2
wheat,216.0,23.44,1955.2
wheat,216.0,19.78,1955.2
maize,216.0,24.34,3344.4
maize,216.0,20.7,3344.4
rice,216.0,24.34,4546.8
rice,216.0,20.7,4546.8
wheat,216.0,24.34,2418.1
wheat,216.0,20.7,2418.1
maize,216.0,25.14,4221.4
maize,216.0,21.77,4221.4
rice,216.0,25.14,4716.2
rice,216.0,21.77,4716.2
wheat,216.0,25.14,2306.8
wheat,216.0,21.77,2306.8
wheat,1118.0,9.59,8530.7
wheat,1118.0,9.07,7864.6
wheat,1118.0,9.07,7880.8
wheat,1118.0,8.85,6805.6
wheat,1118.0,9.13,7719.3
wheat,1118.0,9.75,8246.1
wheat,1118.0,8.85,8996.5
wheat,1118.0,9.95,7721.0
wheat,1118.0,9.71,8031.0
wheat,1118.0,9.75,8766.5
wheat,1118.0,9.43,9453.8
wheat,1118.0,9.27,9060.1
wheat,1118.0,9.75,8444.0
wheat,1118.0,9.77,9924.1
wheat,1118.0,9.91,8431.7
wheat,1118.0,10.0,9154.3
wheat,1118.0,10.11,8462.6
wheat,1118.0,9.42,8968.4
wheat,1118.0,9.47,8166.9
wheat,1118.0,8.38,8601.5
wheat,1118.0,9.76,9864.1
wheat,1118.0,9.28,7223.5
wheat,1118.0,9.28,8998.3
maize,832.0,7.97,7637.5
maize,832.0,12.83,7637.5
rice,832.0,7.97,6027.8
rice,832.0,12.83,6027.8
wheat,832.0,7.97,2924.3
wheat,832.0,12.83,2924.3
maize,832.0,7.28,7262.4
maize,832.0,12.05,7262.4
rice,832.0,7.28,6027.4
rice,832.0,12.05,6027.4
wheat,832.0,7.28,3509.4
wheat,832.0,12.05,3509.4
maize,832.0,7.76,8659.7
maize,832.0,12.89,8659.7
rice,832.0,7.76,5875.8
rice,832.0,12.89,5875.8
wheat,832.0,7.76,3550.6
wheat,832.0,12.89,3550.6
maize,832.0,7.43,8661.2
maize,832.0,12.71,8661.2
rice,832.0,7.43,5631.7
rice,832.0,12.71,5631.7
wheat,832.0,7.43,3553.3
wheat,832.0,12.71,3553.3
maize,832.0,8.39,8223.5
maize,832.0,13.53,8223.5
rice,832.0,8.39,5766.1
rice,832.0,13.53,5766.1
wheat,832.0,8.39,3479.6
wheat,832.0,13.53,3479.6
maize,832.0,7.43,8969.5
maize,832.0,12.47,8969.5
rice,832.0,7.43,5520.6
rice,832.0,12.47,5520.6
wheat,832.0,7.43,3201.3
wheat,832.0,12.47,3201.3
maize,832.0,7.06,9332.8
maize,832.0,12.28,9332.8
rice,832.0,7.06,5812.2
rice,832.0,12.28,5812.2
wheat,832.0,7.06,3317.0
wheat,832.0,12.28,3317.0
maize,832.0,8.18,9627.0
maize,832.0,13.13,9627.0
rice,832.0,8.18,6195.0
rice,832.0,13.13,6195.0
wheat,832.0,8.18,2856.3
wheat,832.0,13.13,2856.3
maize,832.0,7.77,9321.7
maize,832.0,12.96,9321.7
rice,832.0,7.77,6257.3
rice,832.0,12.96,6257.3
wheat,832.0,7.77,3581.8
wheat,832.0,12.96,3581.8
maize,832.0,7.64,9744.4
maize,832.0,12.95,9744.4
rice,832.0,7.64,6463.5
rice,832.0,12.95,6463.5
wheat,832.0,7.64,3243.4
wheat,832.0,12.95,3243.4
maize,832.0,8.13,9527.7
maize,832.0,13.42,9527.7
rice,832.0,8.13,5581.0
rice,832.0,13.42,5581.0
wheat,832.0,8.13,3213.3
wheat,832.0,13.42,3213.3
maize,832.0,7.83,9513.5
maize,832.0,13.23,9513.5
rice,832.0,7.83,5849.4
rice,832.0,13.23,5849.4
wheat,832.0,7.83,2801.3
wheat,832.0,13.23,2801.3
maize,832.0,8.15,9491.8
maize,832.0,13.14,9491.8
rice,832.0,8.15,6270.0
rice,832.0,13.14,6270.0
wheat,832.0,8.15,3124.7
wheat,832.0,13.14,3124.7
maize,832.0,7.74,9497.5
maize,832.0,12.75,9497.5
rice,832.0,7.74,6631.7
rice,832.0,12.75,6631.7
wheat,832.0,7.74,3669.8
wheat,832.0,12.75,3669.8
maize,832.0,7.33,9367.8
maize,832.0,12.16,9367.8
rice,832.0,7.33,6307.4
rice,832.0,12.16,6307.4
wheat,832.0,7.33,3635.2
wheat,832.0,12.16,3635.2
maize,832.0,8.15,8728.5
maize,832.0,12.87,8728.5
rice,832.0,8.15,6277.2
rice,832.0,12.87,6277.2
wheat,832.0,8.15,3729.5
wheat,832.0,12.87,3729.5
maize,832.0,8.4,9312.0
maize,832.0,13.32,9312.0
rice,832.0,8.4,6624.0
rice,832.0,13.32,6624.0
wheat,832.0,8.4,3413.7
wheat,832.0,13.32,3413.7
maize,832.0,7.91,9572.6
maize,832.0,13.01,9572.6
rice,832.0,7.91,6194.9
rice,832.0,13.01,6194.9
wheat,832.0,7.91,3868.9
wheat,832.0,13.01,3868.9
maize,832.0,8.11,8604.8
maize,832.0,13.28,8604.8
rice,832.0,8.11,6794.1
rice,832.0,13.28,6794.1
wheat,832.0,8.11,3585.9
wheat,832.0,13.28,3585.9
maize,832.0,7.05,9167.2
maize,832.0,12.63,9167.2
rice,832.0,7.05,6121.9
rice,832.0,12.63,6121.9
wheat,832.0,7.05,3742.1
wheat,832.0,12.63,3742.1
maize,832.0,8.68,9803.3
maize,832.0,13.46,9803.3
rice,832.0,8.68,6045.2
rice,832.0,13.46,6045.2
wheat,832.0,8.68,3833.5
wheat,832.0,13.46,3833.5
maize,832.0,8.05,8032.5
maize,832.0,13.45,8032.5
rice,832.0,8.05,6813.3
rice,832.0,13.45,6813.3
wheat,832.0,8.05,4129.3
wheat,832.0,13.45,4129.3
maize,832.0,8.04,8698.9
maize,832.0,13.6,8698.9
rice,832.0,8.04,6634.2
rice,832.0,13.6,6634.2
wheat,832.0,8.04,3844.1
wheat,832.0,13.6,3844.1
maize,2051.0,27.28,1058.8
rice,2051.0,27.28,2365.6
maize,2051.0,27.24,1166.7
rice,2051.0,27.24,2701.9
maize,2051.0,27.25,1422.5
rice,2051.0,27.25,2398.1
maize,2051.0,27.02,1511.5
rice,2051.0,27.02,3127.9
maize,2051.0,27.48,1359.4
rice,2051.0,27.48,2908.0
maize,2051.0,27.4,1337.5
rice,2051.0,27.4,2430.8
maize,2051.0,26.98,1374.1
rice,2051.0,26.98,1428.6
maize,2051.0,27.8,1156.8
rice,2051.0,27.8,1611.1
maize,2051.0,27.8,1143.6
rice,2051.0,27.8,1875.0
maize,2051.0,27.12,1223.1
rice,2051.0,27.12,1069.0
maize,2051.0,26.96,1148.7
rice,2051.0,26.96,923.1
maize,2051.0,27.27,1206.8
rice,2051.0,27.27,1375.0
maize,2051.0,27.51,1181.8
rice,2051.0,27.51,909.1
maize,2051.0,27.47,1184.2
rice,2051.0,27.47,1428.6
maize,2051.0,27.34,1254.7
rice,2051.0,27.34,3000.0
maize,2051.0,27.58,1228.4
rice,2051.0,27.58,2000.0
maize,2051.0,27.61,1195.0
rice,2051.0,27.61,2954.5
maize,2051.0,27.17,1253.8
rice,2051.0,27.17,3333.3
maize,2051.0,27.42,1261.5
rice,2051.0,27.42,4054.1
maize,2051.0,27.09,1171.0
rice,2051.0,27.09,4739.7
maize,2051.0,27.17,1274.7
rice,2051.0,27.17,5334.1
maize,2051.0,27.51,1189.1
rice,2051.0,27.51,4902.3
maize,2051.0,27.41,1188.3
rice,2051.0,27.41,4200.0
maize,1668.0,16.4,2545.7
maize,1668.0,14.14,2545.7
maize,1668.0,16.46,2545.7
maize,1668.0,16.12,2545.7
maize,1668.0,16.17,2545.7
maize,1668.0,14.14,2545.7
rice,1668.0,16.4,6327.9
rice,1668.0,14.14,6327.9
rice,1668.0,16.46,6327.9
rice,1668.0,16.12,6327.9
rice,1668.0,16.17,6327.9
rice,1668.0,14.14,6327.9
wheat,1668.0,16.4,3654.0
wheat,1668.0,14.14,3654.0
wheat,1668.0,16.46,3654.0
wheat,1668.0,16.12,3654.0
wheat,1668.0,16.17,3654.0
wheat,1668.0,14.14,3654.0
maize,1668.0,15.6,2489.6
maize,1668.0,13.32,2489.6
maize,1668.0,15.43,2489.6
maize,1668.0,15.38,2489.6
maize,1668.0,15.49,2489.6
maize,1668.0,13.32,2489.6
rice,1668.0,15.6,5859.0
rice,1668.0,13.32,5859.0
rice,1668.0,15.43,5859.0
rice,1668.0,15.38,5859.0
rice,1668.0,15.49,5859.0
rice,1668.0,13.32,5859.0
wheat,1668.0,15.6,3179.7
wheat,1668.0,13.32,3179.7
wheat,1668.0,15.43,3179.7
wheat,1668.0,15.38,3179.7
wheat,1668.0,15.49,3179.7
wheat,1668.0,13.32,3179.7
maize,1668.0,15.63,2518.0
maize,1668.0,12.94,2518.0
maize,1668.0,15.68,2518.0
maize,1668.0,15.21,2518.0
maize,1668.0,15.26,2518.0
maize,1668.0,12.94,2518.0
rice,1668.0,15.63,6275.4
rice,1668.0,12.94,6275.4
rice,1668.0,15.68,6275.4
rice,1668.0,15.21,6275.4
rice,1668.0,15.26,6275.4
rice,1668.0,12.94,6275.4
wheat,1668.0,15.63,3537.1
wheat,1668.0,12.94,3537.1
wheat,1668.0,15.68,3537.1
wheat,1668.0,15.21,3537.1
wheat,1668.0,15.26,3537.1
wheat,1668.0,12.94,3537.1
maize,1668.0,14.93,2500.0
